"ensembl"	"external_gene_name"	"Mia_HighGluc_CONT_Rep1"	"Mia_HighGluc_CONT_Rep2"	"Mia_HighGluc_CONT_Rep3"	"Mia_HighGluc_KO_Rep1"	"Mia_HighGluc_KO_Rep2"	"Mia_HighGluc_KO_Rep3"	"Mia_LowGluc_CONT_Rep1"	"Mia_LowGluc_CONT_Rep2"	"Mia_LowGluc_CONT_Rep3"	"Mia_LowGluc_KO_Rep1"	"Mia_LowGluc_KO_Rep2"	"Mia_LowGluc_KO_Rep3"
"ENSG00000008394"	"MGST1"	18.84	20.51	15.23	29.9	29.48	28.77	41.81	46.82	42.75	42.83	44.86	50.69
"ENSG00000008405"	"CRY1"	7.09	8.34	6.23	6.27	6.27	7.18	6.55	6.65	6.25	4.52	4.86	5.1
"ENSG00000008438"	"PGLYRP1"	0.02	0	0.09	0	0.02	0	0	0	0	0	0	0
"ENSG00000008441"	"NFIX"	7.29	7.83	8.21	5.27	5.26	6.23	2.69	3.26	3.99	2.73	2.58	3.06
"ENSG00000008513"	"ST3GAL1"	0.14	0.08	0.07	0.47	0.5	0.66	1	0.99	0.66	0.56	0.77	0.71
"ENSG00000008516"	"MMP25"	0.19	0.11	0.18	0.1	0.09	0.28	0.17	0.13	0.15	0.12	0.09	0.09
"ENSG00000008517"	"IL32"	0.15	0.08	0.13	2.98	2.64	2.74	1.17	0.99	1.14	3.24	3.45	3.13
"ENSG00000008710"	"PKD1"	10.09	12.49	12.84	15.5	13.24	12.6	9.25	8.19	8.48	7.88	7.59	9.26
"ENSG00000008735"	"MAPK8IP2"	1.82	1.78	1.86	2.86	3.32	3.26	1.26	1.63	1.74	2.19	2.14	2.29
"ENSG00000008838"	"MED24"	18.96	19.78	19.81	8.67	7.42	8.36	5.4	8.37	9.03	7.89	8.37	9.74
"ENSG00000008853"	"RHOBTB2"	3.5	3.47	3.26	3.46	3.45	3.11	2.3	2.88	3.09	1.97	1.64	1.64
"ENSG00000008869"	"HEATR5B"	3.39	3.44	3.56	3.34	2.72	3.05	2.64	3.08	3.48	3.82	4.35	4.45
"ENSG00000008952"	"SEC62"	21.92	22.76	20.14	23.41	21.8	24.44	29.69	33.15	37.44	32.59	31.27	36.66
"ENSG00000008988"	"RPS20"	1218.77	1212.3	1033.22	905.01	921.4	938.99	1033.34	1189.2	1241.28	1259.84	1255.84	1317.93
"ENSG00000009307"	"CSDE1"	183.27	195.56	169.14	151.92	163.03	155.35	131.55	146.74	180.43	183	177.97	199.52
"ENSG00000009335"	"UBE3C"	38.89	40.65	34.36	28.84	28.98	32.21	23.18	27.34	31.68	35.24	36.27	40.46
"ENSG00000009413"	"REV3L"	4.33	3.29	4.35	3.69	3.44	4.14	5.15	4.05	3.55	7.08	7.17	6.83
"ENSG00000009694"	"TENM1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000009709"	"PAX7"	0	0	0	0	0	0	0	0	0	0	0.01	0
"ENSG00000009724"	"MASP2"	0.12	0.2	0.26	0.28	0.15	0.2	0.14	0.12	0.09	0.04	0.06	0.1
"ENSG00000009765"	"IYD"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000009780"	"FAM76A"	3.56	3.36	3.47	4.52	4.3	3.82	3.74	4.31	3.98	3.06	3.22	3.69
"ENSG00000009790"	"TRAF3IP3"	0.78	0.91	0.98	1.24	0.84	1.2	0.92	1	1.22	0.49	0.33	0.49
"ENSG00000009830"	"POMT2"	6.92	8.27	5.66	4.82	5.16	5.36	6.18	7.84	6.92	8.01	8.67	9.42
"ENSG00000009844"	"VTA1"	32.93	32.5	26.65	22.09	18.46	22.45	18.84	23.35	25.29	20.25	21.74	23.65
"ENSG00000009950"	"MLXIPL"	0.7	0.42	0.89	1.68	1.35	1.77	0.58	0.28	0.42	1.26	0.96	0.94
"ENSG00000009954"	"BAZ1B"	42.3	46.48	43.64	30.76	29.47	31.85	21.59	25.67	30.73	27.14	27.51	31.16
"ENSG00000010017"	"RANBP9"	13.83	14.32	13.11	8.93	8.4	9.81	11.8	12.89	12.72	8.13	8.81	9.7
"ENSG00000010030"	"ETV7"	0	0	0	0	0.01	0	0	0.01	0	0	0	0.01
"ENSG00000010072"	"SPRTN"	7.53	7.31	7.45	6.78	8.62	7.97	6.66	8.29	9.07	5.04	5.23	6.04
"ENSG00000010165"	"METTL13"	14.49	15.11	12.19	11.87	11.83	12.48	8.85	11.62	13.62	7.49	7.2	8.47
"ENSG00000010219"	"DYRK4"	25.33	24.97	20.92	10.25	9.55	10.27	17.3	18.42	17.21	13.33	14.1	12.89
"ENSG00000010244"	"ZNF207"	86.08	90.1	79.73	67.03	65.71	68.18	56.09	63.6	67.73	63.78	65.37	68.08
"ENSG00000010256"	"UQCRC1"	125.4	114.89	99.45	89.17	94.08	96.65	74.38	85.16	94.45	93.51	92.98	96.04
"ENSG00000010270"	"STARD3NL"	19.6	19.26	16.54	12.42	11.63	12.45	12.17	14.84	16.44	17.61	18.46	19.75
"ENSG00000010278"	"CD9"	89.33	85.3	69	63.8	64.29	69.1	80.14	116.58	128.39	41.78	38.34	41.92
"ENSG00000010282"	"HHATL"	0.01	0	0	0	0.02	0	0.01	0.03	0	0	0	0
"ENSG00000010292"	"NCAPD2"	92.17	101.65	93.24	37.67	38.72	40.61	15.35	20.78	27.76	8.6	8.92	10.88
"ENSG00000010295"	"IFFO1"	0.02	0.06	0.06	0.02	0.03	0.04	0.11	0.06	0.02	0.09	0.1	0.12
"ENSG00000010310"	"GIPR"	0.8	0.83	1.01	0.79	0.53	0.8	0.58	0.5	0.54	0.26	0.88	0.5
"ENSG00000010318"	"PHF7"	4.36	5.04	4.39	4.82	3.86	5.26	2.31	3.35	3.53	3.26	3.58	4.05
"ENSG00000010319"	"SEMA3G"	0.23	0.12	0.1	0.1	0.19	0.23	0.01	0	0.01	0.02	0.03	0.01
"ENSG00000010322"	"NISCH"	10.47	12.04	13.07	11.93	10.95	11.28	8.24	8.16	8.78	10.03	11.18	11.14
"ENSG00000010327"	"STAB1"	0.03	0.01	0.07	0.06	0.06	0.05	0.11	0.01	0	0.03	0.02	0.01
"ENSG00000010361"	"FUZ"	16.55	13.2	14.05	11.11	12.09	11.35	9.24	11.61	11.33	6.45	5.34	6.16
"ENSG00000010379"	"SLC6A13"	0.07	0.07	0.15	0.13	0.06	0.16	0.22	0.18	0.11	0.04	0.03	0.06
"ENSG00000010404"	"IDS"	12.48	11.09	9.24	11.3	10.5	14.96	10.12	11.06	11.5	9.14	9.32	9.46
"ENSG00000010438"	"PRSS3"	0	0.02	0	0	0	0	0	0	0	0	0	0
"ENSG00000010539"	"ZNF200"	4.12	3.99	3.69	3.6	3.2	3.63	4.22	4.41	4.06	3.93	4.03	4.08
"ENSG00000010610"	"CD4"	0.04	0.17	0.21	0.12	0.13	0.15	0.15	0.15	0.08	0.12	0.08	0.08
"ENSG00000010626"	"LRRC23"	2.98	2.73	2.26	1.04	1.02	1.04	1.6	1.66	1.65	0.61	0.58	0.77
"ENSG00000010671"	"BTK"	0.03	0	0	0	0	0	0.14	0.19	0	0.03	0	0
"ENSG00000010704"	"HFE"	13.26	9.79	10.45	11.91	10.55	11.68	4.35	6.24	7.3	5.35	6.36	7.17
"ENSG00000010803"	"SCMH1"	5.9	5.82	5.88	4.22	4.7	4.72	3.84	5.11	5.19	3.54	3.55	4.19
"ENSG00000010810"	"FYN"	0.29	0.42	0.23	1.11	0.75	0.84	12.98	9.52	5.72	2.56	2.48	3.1
"ENSG00000010818"	"HIVEP2"	1.17	1.25	1.31	0.12	0.21	0.14	0.5	0.35	0.35	0.05	0.06	0.1
"ENSG00000010932"	"FMO1"	0	0.02	0	0.03	0.02	0	0	0.02	0	0	0.03	0
"ENSG00000011007"	"ELOA"	25.97	28.87	24.68	22.09	23.02	22.62	13.26	15.98	18.98	12.93	12.36	14.18
"ENSG00000011009"	"LYPLA2"	18.65	18.36	17.29	16.84	18.29	18.35	8.11	11.66	13.33	8.84	9.26	10.88
"ENSG00000011021"	"CLCN6"	2.16	2.17	2.36	1.81	1.79	1.87	1.51	1.76	1.73	2.47	2.93	2.57
"ENSG00000011028"	"MRC2"	13.49	12.41	13.35	11.11	11.12	10.51	3.62	5.33	5.9	2.89	2.75	2.61
"ENSG00000011052"	"NME1-NME2"	11.16	9.96	9.91	8.72	10.41	8.93	7.39	9.62	8.91	12.89	11.6	12.67
"ENSG00000011083"	"SLC6A7"	0	0	0	0.01	0	0	0.01	0.01	0	0	0.01	0
"ENSG00000011105"	"TSPAN9"	5.58	6.13	5.17	2.07	1.92	2.03	2.34	2.34	2.64	2.73	2.13	2.23
"ENSG00000011114"	"BTBD7"	3.65	4.09	3.7	4.45	4.01	4.96	3.72	4.93	4.61	4.16	4.37	5.04
"ENSG00000011132"	"APBA3"	11.35	11	10.9	10.54	10.76	10.96	9.96	11.39	10.52	10.35	10.43	10.5
"ENSG00000011143"	"MKS1"	8.93	8.45	7.64	5.39	5.44	6.06	5.25	6.95	7.6	5.74	5.17	6.83
"ENSG00000011198"	"ABHD5"	4.98	5.37	4.25	4.14	3.78	3.92	4.51	4.93	5.68	5.36	5.71	5.28
"ENSG00000011201"	"ANOS1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000011243"	"AKAP8L"	18.8	20.38	19.55	19.19	20.48	20.06	21.92	22.77	20.2	23.7	23.42	26.49
"ENSG00000011258"	"MBTD1"	2.77	3.07	3.26	3.74	2.9	3.55	4.19	4.14	3.56	3.63	4.22	4.77
"ENSG00000011260"	"UTP18"	41.15	43.17	34.36	29.8	27.99	29.95	32.18	37.77	37.3	36.53	36.32	37.35
"ENSG00000011275"	"RNF216"	14.79	15.87	14.28	10.76	10.93	11.2	9.82	11.51	12.19	10.79	10.75	11.68
"ENSG00000011295"	"TTC19"	14.71	15.01	13.43	8.8	7.89	8.76	11.63	12.65	12.73	8.24	9	9.16
"ENSG00000011304"	"PTBP1"	183.8	213.27	185.99	152.2	177.16	148.64	90.37	109.15	129.82	110.63	108.21	117.62
"ENSG00000011332"	"DPF1"	1.54	1.44	1.22	1.79	2.54	1.96	1.08	1.61	2.23	1.71	1.7	1.88
"ENSG00000011347"	"SYT7"	0.79	0.64	0.98	0.93	0.79	1.07	0.44	0.29	0.35	0.57	0.91	0.62
"ENSG00000011376"	"LARS2"	9.78	10.76	9.5	6.4	6.6	6.41	3.74	5.25	6.68	5.46	5.42	5.91
"ENSG00000011405"	"PIK3C2A"	10.65	11.93	10.57	10.03	8.35	8.75	8.26	7.51	8.2	9.81	11.06	11.04
"ENSG00000011422"	"PLAUR"	15.81	18.74	15.27	1.82	2.03	1.77	4.53	6.82	7.68	2.03	2.81	2.35
"ENSG00000011426"	"ANLN"	87.53	107.68	94.96	47.7	58.54	49.95	21.74	26.48	44.26	30.86	31.09	32.19
"ENSG00000011451"	"WIZ"	7.12	7.61	7.75	10.4	10.72	10.48	5.7	6.58	7.43	6.82	6.6	7.17
"ENSG00000011454"	"RABGAP1"	10.99	9.59	9.67	9.22	8.43	8.75	9.41	10.46	10.71	8.95	9.66	11.19
"ENSG00000011465"	"DCN"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000011478"	"QPCTL"	9.05	8.98	8.16	4.37	4.43	3.73	4.62	5.41	5.64	1.61	1.63	1.84
"ENSG00000011485"	"PPP5C"	36.56	36.82	30.24	28	30.63	30.6	18.17	24.43	28.46	19.66	18.86	20.8
"ENSG00000011523"	"CEP68"	3.85	3.75	3.59	4.63	4.31	4.77	3.01	3.17	3.83	2.6	2.3	2.6
"ENSG00000011566"	"MAP4K3"	6.23	5.68	5.72	5.01	4.71	5.58	4.8	5.47	5.77	5.43	6.46	6.59
"ENSG00000011590"	"ZBTB32"	0.24	0.3	0.4	0.5	0.39	0.6	0.39	0.34	0.23	0.2	0.24	0.24
"ENSG00000011600"	"TYROBP"	0	0	0	0.05	0	0	0	0	0	0	0	0
"ENSG00000011638"	"TMEM159"	4.48	4.42	3.95	2.88	3.54	3.02	5.05	5.21	4.21	2.7	2.73	2.88
"ENSG00000011677"	"GABRA3"	0	0	0	0	0.01	0	0	0	0	0	0	0
"ENSG00000012048"	"BRCA1"	14.19	14.49	14.86	12	10.63	12.87	8.15	9.61	12.36	6.86	7.81	8.61
"ENSG00000012061"	"ERCC1"	87.03	86.05	69.81	78.35	81.75	82.3	127.97	148.54	134.39	58.72	55.58	58.8
"ENSG00000012124"	"CD22"	0.05	0.13	0.1	0.01	0.04	0.03	0.05	0.04	0.03	0.04	0	0.08
"ENSG00000012171"	"SEMA3B"	2.62	1.91	2.93	0.36	0.26	0.48	0.36	0.27	0.23	0.23	0.12	0.22
"ENSG00000012174"	"MBTPS2"	4.02	3.52	3.28	4.28	3.28	5.98	3.3	4.95	4.84	1.71	1.69	2.22
"ENSG00000012211"	"PRICKLE3"	2.1	1.87	2.39	8.41	8.03	8.13	4.22	5.01	4.87	7.14	7.03	8.24
"ENSG00000012223"	"LTF"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000012232"	"EXTL3"	5.69	5.89	5.53	3.5	3.69	3.35	2.04	2.83	3.8	2.52	2.58	2.82
"ENSG00000012504"	"NR1H4"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000012660"	"ELOVL5"	103.36	97.93	86.44	47.7	46.23	50.32	44.82	47.14	46.91	42.08	42.39	46.49
"ENSG00000012779"	"ALOX5"	0	0	0.02	0.02	0	0.03	0.06	0	0	0	0	0.05
"ENSG00000012817"	"KDM5D"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000012822"	"CALCOCO1"	3.42	3.69	4.2	4.31	3.83	3.98	3.64	4.78	5.09	2.75	3.12	2.74
"ENSG00000012963"	"UBR7"	12.51	13.48	12.48	11.82	12.32	13	4.59	6.96	9.57	5.5	5.21	6.59
"ENSG00000012983"	"MAP4K5"	8.69	10.73	8.76	7.71	8.54	8.32	11.47	12.74	13.25	9.08	8.31	8.72
"ENSG00000013016"	"EHD3"	0.04	0.04	0.03	0	0.01	0	0	0	0	0	0	0
"ENSG00000013275"	"PSMC4"	94.75	102.67	83.3	59.2	67.14	61.72	54.96	63.07	68.97	43.81	45.03	46.53
"ENSG00000013288"	"MAN2B2"	4	3.73	3.79	5.48	5.88	5.88	4.26	4.9	5.79	2.8	2.63	2.9
"ENSG00000013293"	"SLC7A14"	0	0	0	0	0	0	0.01	0	0.01	0	0	0
"ENSG00000013297"	"CLDN11"	86.81	92.61	70.1	57.11	53.15	57.63	83.33	103.14	118.08	32.71	34.26	36.31
"ENSG00000013306"	"SLC25A39"	104.71	105.73	94.18	107.79	112.01	106.14	57.75	68.94	77.75	45.01	43.97	46.5
"ENSG00000013364"	"MVP"	26.65	24.64	24.99	10.87	10.37	10.41	12.67	15.8	18.34	5.98	6.02	6.26
"ENSG00000013374"	"NUB1"	33.81	31.93	27.64	25.58	24.97	26.3	25.7	29.11	31.76	32.72	32.49	35.09
"ENSG00000013375"	"PGM3"	15.26	16.79	14.62	13.28	14.23	13.52	31.08	26.35	18.1	15.03	15.25	16.47
"ENSG00000013392"	"RWDD2A"	1.04	0.98	1.01	0.94	0.81	1.02	2.24	2.4	1.36	0.57	0.7	0.58
"ENSG00000013441"	"CLK1"	17.28	19.23	17.12	8.75	6.93	7.51	36.19	31.59	21.41	20.42	21.06	22.15
"ENSG00000013503"	"POLR3B"	2.84	3.14	2.83	2.03	2.03	2.57	1.72	2.38	2.54	1.27	1.15	1.69
"ENSG00000013523"	"ANGEL1"	4.19	3.59	3.57	4.91	4.74	5.57	2.77	3.57	4.42	4.28	4.46	4.6
"ENSG00000013561"	"RNF14"	42.11	40.42	39.89	26.21	33.11	28.72	35.63	41.62	45.03	46.71	46.38	48.45
"ENSG00000013563"	"DNASE1L1"	7.83	7.26	7.12	12.21	11.71	12.24	6.92	9.72	10.38	4.87	6.44	5.49
"ENSG00000013573"	"DDX11"	21.72	24.67	26.66	10.38	8.91	9.62	3.77	5.63	5.66	3.91	4.69	4.39
"ENSG00000013583"	"HEBP1"	7.67	6.63	5.75	3.99	3.66	4.8	4.43	6.52	6.76	3.14	2.76	3.69
"ENSG00000013588"	"GPRC5A"	82.28	83.42	78.91	99.99	94.73	113.06	68.68	89.93	93.59	134.62	132.23	141.58
"ENSG00000013619"	"MAMLD1"	0.02	0.04	0.04	0.08	0.02	0.02	0.01	0	0.01	0	0.02	0
"ENSG00000013725"	"CD6"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000013810"	"TACC3"	32.52	37.17	30.82	32.16	34.9	36.36	11.88	19.33	23.43	15.2	13.6	16.3
"ENSG00000014123"	"UFL1"	9.05	8.89	7.39	5.42	4.58	6.07	7.96	8.64	9.43	6.16	6.39	6.88
"ENSG00000014138"	"POLA2"	18.26	19.48	15.75	8.7	10.51	10.11	4.68	6.86	8.87	2.4	2.28	3.04
"ENSG00000014164"	"ZC3H3"	2.99	3.24	2.95	3.01	3.21	3.21	1.46	2.21	2.16	2.25	2.16	2.52
"ENSG00000014216"	"CAPN1"	29.97	29.14	27.82	30.19	30.71	30.22	20.64	27.23	27.71	24.72	24.09	26.7
"ENSG00000014257"	"ACPP"	0	0	0.01	0.01	0.01	0.02	0.01	0.01	0	0.01	0	0.02
"ENSG00000014641"	"MDH1"	153.02	149.16	123.05	91.03	84.65	97.4	97.12	119.52	132.05	97.69	102.69	103.26
"ENSG00000014824"	"SLC30A9"	23.15	23.92	21.88	16.67	15.93	16.66	20.82	23.52	27	16.78	16.09	17.16
"ENSG00000014914"	"MTMR11"	3.1	3.03	3	7.41	6	6.93	3.77	4.71	4.3	3.56	4.07	4.28
"ENSG00000014919"	"COX15"	29.33	28.14	24.67	24.73	21.55	25.31	16.8	20.8	22.9	12.06	12.34	12.86
"ENSG00000015133"	"CCDC88C"	2.09	2.38	2.34	2.25	2.62	2.35	1.64	2.3	2.22	2.94	2.75	3.09
"ENSG00000015153"	"YAF2"	4.54	4.25	3.67	3.72	4.37	4.03	5.15	5.16	4.89	5.15	5.07	4.66
"ENSG00000015171"	"ZMYND11"	18.97	20.87	18.33	15.15	16.42	15.42	19.49	21.61	24.41	13.72	14.57	14.52
"ENSG00000015285"	"WAS"	0.13	0.14	0.12	0.25	0.39	0.32	0.29	0.31	0.34	0.16	0.27	0.08
"ENSG00000015413"	"DPEP1"	0.04	0.01	0	0.1	0.07	0.08	0.08	0.06	0.12	0.09	0.04	0.14
"ENSG00000015475"	"BID"	58.14	56.71	44.77	53.67	63.61	59.63	50.2	60.39	58.79	43.52	43.66	43.14
"ENSG00000015479"	"MATR3"	186.73	192.38	161.4	146.95	127.68	151.09	139.34	161.98	174.67	130.43	140.95	144.94
"ENSG00000015520"	"NPC1L1"	0	0	0	0.01	0	0.01	0.03	0.01	0.02	0	0	0.01
"ENSG00000015532"	"XYLT2"	8.41	8.29	8.07	11.04	11.34	11.18	3.51	5.03	7.2	5.84	5.75	6.76
"ENSG00000015568"	"RGPD5"	3.38	4.18	4.61	2.58	3.24	3.89	4.39	4.55	4.58	4.35	5.54	4.53
"ENSG00000015592"	"STMN4"	0.01	0	0	0	0	0	0.01	0.01	0	0	0	0.01
"ENSG00000015676"	"NUDCD3"	43.78	44.57	37.38	27.99	29.15	26.53	23.39	30.25	34.48	25.59	27.15	27.03
"ENSG00000016082"	"ISL1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000016391"	"CHDH"	3.19	2.4	2.11	0.52	0.69	0.67	0.1	0.19	0.13	0.36	0.39	0.25
"ENSG00000016402"	"IL20RA"	0.01	0	0	0.03	0.01	0.02	0.05	0.06	0.06	0.01	0.04	0.01
"ENSG00000016490"	"CLCA1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000016602"	"CLCA4"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000016864"	"GLT8D1"	19.01	17.34	14.69	19.59	18.48	18.42	13.25	18.15	19.98	10.67	12.03	11.96
"ENSG00000017260"	"ATP2C1"	18.57	18.43	17.35	17.4	15.72	20.67	20.36	22.95	23.44	14.4	14.36	16.53
"ENSG00000017427"	"IGF1"	0.03	0	0	0	0	0	0	0	0.01	0.06	0	0
"ENSG00000017483"	"SLC38A5"	0.05	0.1	0.04	0.07	0.09	0.03	0.13	0.2	0.09	0.01	0	0.03
"ENSG00000017797"	"RALBP1"	31.04	30.72	27.79	19.11	18.87	21.32	16.27	19.63	23.24	15.18	15.4	16.31
"ENSG00000018189"	"RUFY3"	3.15	3.27	3.23	2.84	2.67	3.17	3.68	3.53	3.75	4.81	4.9	5.24
"ENSG00000018236"	"CNTN1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000018280"	"SLC11A1"	0.07	0.07	0.06	0.05	0.07	0.1	0.04	0.05	0.08	0.04	0.04	0.03
"ENSG00000018408"	"WWTR1"	28.99	31.9	30.06	19.79	19.06	20.63	25.19	24.8	21.91	12.3	11.64	13.31
"ENSG00000018510"	"AGPS"	13.01	13.4	10.56	10.18	10.38	11.48	7.3	9.65	11.74	9.05	8.63	9.63
"ENSG00000018607"	"ZNF806"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000018610"	"CXorf56"	15.15	16.92	13.86	12.3	12.39	12.68	12.26	14.39	16.47	12.34	12.83	13.27
"ENSG00000018625"	"ATP1A2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000018699"	"TTC27"	10.89	10.6	8.8	7.63	8.17	8.68	10.35	12.41	13.02	12.16	12.24	13.73
"ENSG00000018869"	"ZNF582"	0.02	0.01	0.03	0.02	0.07	0.04	0.05	0.04	0.11	0.04	0.04	0.04
"ENSG00000019102"	"VSIG2"	0.02	0.03	0.05	0.01	0.01	0.03	0.01	0.02	0	0	0.01	0
"ENSG00000019144"	"PHLDB1"	3.56	3.72	3.44	7.96	7.8	8.25	2.93	4.4	5.33	6.3	5.58	6.15
"ENSG00000019169"	"MARCO"	0	0	0	0	0	0	0	0.01	0	0.03	0	0
"ENSG00000019186"	"CYP24A1"	0.02	0	0	0	0	0	0	0.02	0	0.01	0	0
"ENSG00000019485"	"PRDM11"	1.41	1.49	1.27	1.24	1.45	1.27	2.6	2.92	2.68	1.24	1.49	1.81
"ENSG00000019505"	"SYT13"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000019549"	"SNAI2"	0.2	0.18	0.14	1.37	1.22	1.12	0.37	0.34	0.33	3.66	3.78	4.13
"ENSG00000019582"	"CD74"	0.12	0.11	0.23	0.4	0.36	0.36	0.1	0.12	0.09	0.25	0.19	0.16
"ENSG00000019991"	"HGF"	0.01	0.03	0	0	0	0	0	0	0.02	0	0	0
"ENSG00000019995"	"ZRANB1"	7.69	7.93	6.55	6.16	5.24	6.19	6.35	7.4	8.08	6.91	7.41	7.79
"ENSG00000020129"	"NCDN"	8.21	9.13	8.24	8.19	8.31	8.82	7.45	8.65	7.99	3.26	3.12	3.27
"ENSG00000020181"	"ADGRA2"	0.91	0.8	0.83	0.88	0.84	0.9	0.27	0.33	0.37	0.21	0.16	0.23
"ENSG00000020219"	"CCT8L1P"	0	0	0	0	0	0.01	0.01	0.01	0.01	0	0.01	0
"ENSG00000020256"	"ZFP64"	4.33	4.24	4.11	3.33	3.41	3.81	2.26	2.77	3.77	1.87	1.86	2
"ENSG00000020426"	"MNAT1"	30.63	33.05	25.86	23.98	22.77	24.89	34.25	39.18	39.58	21.76	22.79	23.62
"ENSG00000020577"	"SAMD4A"	0.19	0.27	0.16	2.62	2.61	2.98	8.13	8.51	8.36	5.06	5.03	4.76
"ENSG00000020633"	"RUNX3"	0.01	0	0	0	0	0	0.01	0.01	0	0	0	0
"ENSG00000020922"	"MRE11"	13.43	13.29	12.48	9.61	7.66	9.63	8.15	11.18	12.32	9.24	8.07	9.46
"ENSG00000021300"	"PLEKHB1"	0.05	0.02	0.02	0.02	0	0	0	0.01	0	0.01	0	0
"ENSG00000021355"	"SERPINB1"	22.7	20.39	17.39	15.98	16.58	17.66	14.17	18.86	17.11	14.69	15.05	16.95
"ENSG00000021461"	"CYP3A43"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000021488"	"SLC7A9"	0.06	0.08	0.09	0.15	0.12	0.11	0.11	0.15	0.12	0.03	0.03	0.03
"ENSG00000021574"	"SPAST"	9.07	8.82	6.41	4.36	3.19	4.85	3.78	4.65	4.74	3.1	3.65	3.74
"ENSG00000021645"	"NRXN3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000021762"	"OSBPL5"	4.97	4.26	4.41	4.84	3.93	4.45	2.26	3.2	3.96	1.71	2.06	2.03
"ENSG00000021776"	"AQR"	14.49	13.68	13.27	12.18	10.45	12.2	8.96	10.35	12.52	11.8	12.82	13.72
"ENSG00000021826"	"CPS1"	4.57	3.72	4.09	4.62	4.03	4.75	4.15	5.19	6.25	7.08	8.02	8.85
"ENSG00000021852"	"C8B"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000022267"	"FHL1"	1.83	1.73	1.7	2.94	3.22	3.4	4.7	5.07	4.77	1.01	1.28	1.14
"ENSG00000022277"	"RTF2"	53.76	53.54	43.12	35.14	36.42	37.31	35.74	44.62	47.51	35.07	34.96	38.59
"ENSG00000022355"	"GABRA1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000022556"	"NLRP2"	0.01	0	0	0.01	0	0	0.04	0	0	0	0	0
"ENSG00000022567"	"SLC45A4"	7.75	7.7	6.73	5.62	4.99	6.1	5.01	6.55	6.26	6.58	7.2	7.9
"ENSG00000022840"	"RNF10"	28.21	27.24	26.76	20.79	21.6	21.17	25.62	27.71	25.31	21.68	22.12	22.83
"ENSG00000022976"	"ZNF839"	4.52	4.88	4.72	5.55	5.35	5.83	5.3	5.48	6.1	4.66	4.78	4.88
"ENSG00000023041"	"ZDHHC6"	11.88	12.21	10.08	9.67	7.83	9.22	8.74	9.27	9.28	10.04	9.14	10.34
"ENSG00000023171"	"GRAMD1B"	3.25	3.41	2.92	17.48	17.16	19.15	31.69	37.57	38.89	33.68	35	37.03
"ENSG00000023191"	"RNH1"	62.76	64.94	56.36	40.31	43.65	42.83	50.68	55.05	54.39	55.6	57.43	56.06
"ENSG00000023228"	"NDUFS1"	62.17	61.86	55.54	25.42	25.81	27.64	29.36	33.42	37.59	36.3	37.49	38.8
"ENSG00000023287"	"RB1CC1"	17.95	18.78	18.92	17.44	17.18	17.2	25.66	25.82	24.41	28.97	28.41	30.37
"ENSG00000023318"	"ERP44"	5.35	5.15	4.5	4.62	4.06	5.01	8.08	7.84	6	3.34	3.46	3.98
"ENSG00000023330"	"ALAS1"	18.03	19.09	16.07	18.29	19.02	18.7	19.91	21.78	21.26	19.9	20.32	22.39
"ENSG00000023445"	"BIRC3"	1.11	1.36	1.01	4.55	3.07	4.72	7.84	10.69	12.77	13.72	15.94	16.47
"ENSG00000023516"	"AKAP11"	2.68	2.55	2.49	3.48	2.37	4.04	1.82	2.04	2.38	2.18	2.44	2.72
"ENSG00000023572"	"GLRX2"	26.21	29.86	20.43	21.99	18.86	24.5	41.78	39.36	32.46	29.87	32.51	31.96
"ENSG00000023608"	"SNAPC1"	7.68	7.13	6	5.26	5.27	5.83	11.88	13.11	12.9	7.36	7.68	7.93
"ENSG00000023697"	"DERA"	36.65	33.62	30.59	11.85	13.05	12.01	8.88	11.5	12.56	8.86	8.86	9.33
"ENSG00000023734"	"STRAP"	123.61	126.81	100.4	43.37	40.45	47.29	42.54	49.75	51.77	39.25	39.91	43.93
"ENSG00000023839"	"ABCC2"	9.6	10.15	9.84	21	18.92	20.16	29.48	27.04	26.05	24.21	24.22	27.78
"ENSG00000023892"	"DEF6"	16.2	18.1	16.27	14.33	15.7	15.3	30.4	38.31	38.95	17.67	17.8	18.46
